timestamp,open,high,low,close,volume
2024-05-30 10:17:00,160.728,160.92,160.625,160.875,7614
2024-05-30 10:18:00,160.82,160.95,160.64,160.88,6158
2024-05-30 10:19:00,160.91,161.08,160.57,160.575,12313
2024-05-30 10:20:00,160.76,160.76,160.46,160.515,6063
2024-05-30 10:21:00,160.41,160.44,160.21,160.36,4499
2024-05-30 10:22:00,160.37,160.42,160.02,160.14,14906
2024-05-30 10:23:00,160.06,160.3,159.99,160.19,8313
2024-05-30 10:24:00,160.1,160.11,159.8101,159.895,8222
2024-05-30 10:25:00,159.95,160.4,159.95,160.25,14971
2024-05-30 10:26:00,160.0,160.36,160.0,160.1,8527
2024-05-30 10:27:00,160.16,160.365,160.11,160.2359,13648
2024-05-30 10:28:00,160.315,160.34,160.14,160.21,16847
2024-05-30 10:29:00,160.205,160.22,159.93,160.04,16823
2024-05-30 10:30:00,160.06,160.6298,159.99,160.53,15537
2024-05-30 10:31:00,160.55,160.72,160.55,160.72,1654
2024-05-30 10:32:00,160.615,160.695,160.38,160.58,7504
2024-05-30 10:33:00,160.46,160.46,160.185,160.185,4094
2024-05-30 10:34:00,160.215,160.35,160.05,160.13,3868
2024-05-30 10:35:00,160.0,160.0,159.8,159.84,6295
2024-05-30 10:36:00,159.94,160.25,159.82,160.2455,6550
2024-05-30 10:37:00,160.08,160.3,160.03,160.23,2994
2024-05-30 10:38:00,160.18,160.24,159.885,159.885,4080
2024-05-30 10:39:00,159.8746,160.06,159.8,159.825,6156
2024-05-30 10:40:00,159.94,159.98,159.87,159.87,7025
2024-05-30 10:41:00,159.765,159.765,159.51,159.63,8590
2024-05-30 10:42:00,159.51,159.6,159.18,159.34,24458
2024-05-30 10:43:00,159.14,159.38,159.14,159.23,7822
2024-05-30 10:44:00,159.225,159.39,159.225,159.35,8853
2024-05-30 10:45:00,159.35,159.385,159.12,159.2141,13521
2024-05-30 10:46:00,159.34,159.34,159.1355,159.285,7692
2024-05-30 10:47:00,159.22,159.38,159.1101,159.31,9826
2024-05-30 10:48:00,159.375,159.41,159.28,159.305,15649
2024-05-30 10:49:00,159.315,159.42,159.28,159.32,8850
2024-05-30 10:50:00,159.32,159.43,159.01,159.04,13601
2024-05-30 10:51:00,159.04,159.25,159.035,159.22,11410
2024-05-30 10:52:00,159.31,159.41,159.225,159.225,8040
2024-05-30 10:53:00,159.22,159.27,159.125,159.27,4947
2024-05-30 10:54:00,159.15,159.41,159.13,159.31,9311
2024-05-30 10:55:00,159.395,159.395,159.22,159.29,3682
2024-05-30 10:56:00,159.22,159.4215,159.22,159.4,13140
2024-05-30 10:57:00,159.4,159.44,159.3,159.32,7846
2024-05-30 10:58:00,159.32,159.59,159.32,159.5475,10947
2024-05-30 10:59:00,159.47,159.5899,159.46,159.505,2868
2024-05-30 11:00:00,159.4,159.4,159.2,159.235,6077
2024-05-30 11:01:00,159.235,159.235,158.91,158.91,10419
2024-05-30 11:02:00,158.93,159.1299,158.93,159.01,7337
2024-05-30 11:03:00,159.01,159.0559,158.93,158.945,3857
2024-05-30 11:04:00,158.86,158.87,158.68,158.68,3499
2024-05-30 11:05:00,158.68,158.68,158.4199,158.63,24549
2024-05-30 11:06:00,158.675,158.79,158.53,158.67,6662
2024-05-30 11:07:00,158.77,158.95,158.64,158.91,12671
2024-05-30 11:08:00,158.9432,158.9432,158.71,158.815,6023
2024-05-30 11:09:00,158.85,159.07,158.65,159.07,13089
2024-05-30 11:10:00,159.0,159.05,158.84,158.84,6988
2024-05-30 11:11:00,158.95,159.38,158.92,159.29,6246
2024-05-30 11:12:00,159.36,159.37,159.17,159.22,4899
2024-05-30 11:13:00,159.19,159.4,159.19,159.28,5760
2024-05-30 11:14:00,159.37,159.43,159.26,159.32,4136
2024-05-30 11:15:00,159.25,159.3,159.2,159.29,2525
2024-05-30 11:16:00,159.3053,159.5,159.25,159.46,7097
2024-05-30 11:17:00,159.411,159.95,159.41,159.93,9004
2024-05-30 11:18:00,159.84,159.93,159.7123,159.8416,5706
2024-05-30 11:19:00,159.785,159.89,159.73,159.8188,6297
2024-05-30 11:20:00,159.776,159.89,159.71,159.765,10073
2024-05-30 11:21:00,159.715,159.715,159.675,159.68,1488
2024-05-30 11:22:00,159.69,159.75,159.6273,159.67,7605
2024-05-30 11:23:00,159.71,159.78,159.6,159.65,6243
2024-05-30 11:24:00,159.65,159.65,159.57,159.57,2937
2024-05-30 11:25:00,159.57,159.72,159.57,159.695,4353
2024-05-30 11:26:00,159.705,159.8,159.5,159.61,3728
2024-05-30 11:27:00,159.61,159.67,159.56,159.67,3740
2024-05-30 11:28:00,159.69,159.95,159.69,159.95,3987
2024-05-30 11:29:00,159.885,159.96,159.84,159.895,10163
2024-05-30 11:30:00,159.895,159.91,159.79,159.815,3249
2024-05-30 11:31:00,159.8,159.81,159.64,159.7,4085
2024-05-30 11:32:00,159.67,159.71,159.43,159.47,9057
2024-05-30 11:33:00,159.49,159.53,159.4,159.405,4507
2024-05-30 11:34:00,159.46,159.66,159.3718,159.66,4151
2024-05-30 11:35:00,159.605,159.64,159.56,159.58,8454
2024-05-30 11:36:00,159.605,159.685,159.605,159.685,2239
2024-05-30 11:37:00,159.69,159.74,159.54,159.6,5885
2024-05-30 11:38:00,159.53,159.595,159.47,159.47,3500
2024-05-30 11:39:00,159.5,159.69,159.5,159.615,2918
2024-05-30 11:40:00,159.625,159.77,159.625,159.77,1873
2024-05-30 11:41:00,159.671,159.8,159.671,159.735,4522
2024-05-30 11:42:00,159.8,159.95,159.765,159.95,8112
2024-05-30 11:43:00,159.9792,160.04,159.8886,159.95,5602
2024-05-30 11:44:00,160.01,160.04,159.66,159.66,15109
2024-05-30 11:45:00,159.68,159.755,159.51,159.64,6399
2024-05-30 11:46:00,159.67,159.67,159.5,159.64,2989
2024-05-30 11:47:00,159.64,159.72,159.56,159.72,4323
2024-05-30 11:48:00,159.65,160.07,159.65,159.99,3361
2024-05-30 11:49:00,160.06,160.15,159.955,159.955,2358
2024-05-30 11:50:00,160.02,160.09,159.965,160.09,2252
2024-05-30 11:51:00,160.0347,160.25,160.0347,160.155,6201
2024-05-30 11:52:00,160.145,160.37,160.145,160.33,5778
2024-05-30 11:53:00,160.35,160.35,160.16,160.25,2308
2024-05-30 11:54:00,160.17,160.17,160.07,160.11,5036
2024-05-30 11:55:00,160.11,160.19,160.0301,160.0301,6133
2024-05-30 11:56:00,160.07,160.085,159.97,160.02,3753
2024-05-30 11:57:00,160.0,160.06,159.9847,160.06,1127
2024-05-30 11:58:00,159.94,160.12,159.92,160.06,6732
2024-05-30 11:59:00,160.0849,160.16,159.9,159.925,9655
2024-05-30 12:00:00,159.93,159.93,159.755,159.755,6076
2024-05-30 12:01:00,159.765,159.86,159.66,159.66,8862
2024-05-30 12:02:00,159.73,159.73,159.52,159.52,4142
2024-05-30 12:03:00,159.53,159.71,159.46,159.71,4989
2024-05-30 12:04:00,159.73,160.1299,159.68,160.0552,3318
2024-05-30 12:05:00,160.02,160.12,160.02,160.1,3352
2024-05-30 12:06:00,160.18,160.18,160.06,160.06,1527
2024-05-30 12:07:00,160.01,160.21,160.01,160.21,2075
2024-05-30 12:08:00,160.33,160.36,160.0875,160.26,2675
2024-05-30 12:09:00,160.25,160.25,160.01,160.17,3984
2024-05-30 12:10:00,160.25,160.35,160.25,160.33,3953
2024-05-30 12:11:00,160.265,160.33,160.18,160.195,4379
2024-05-30 12:12:00,160.1,160.1,159.82,159.865,5382
2024-05-30 12:13:00,159.85,159.96,159.84,159.955,3433
2024-05-30 12:14:00,159.93,159.94,159.89,159.89,1156
2024-05-30 12:15:00,159.88,159.88,159.81,159.845,2485
2024-05-30 12:16:00,159.85,159.98,159.82,159.92,5226
2024-05-30 12:17:00,160.0,160.06,159.94,160.01,5033
2024-05-30 12:18:00,160.04,160.21,160.04,160.18,9544
2024-05-30 12:19:00,160.2,160.24,160.1,160.155,3143
2024-05-30 12:20:00,160.11,160.185,160.11,160.185,1718
2024-05-30 12:21:00,160.195,160.31,160.055,160.3,4273
2024-05-30 12:22:00,160.265,160.265,159.94,160.0,3702
2024-05-30 12:23:00,159.9,159.9,159.695,159.71,6056
2024-05-30 12:24:00,159.78,159.835,159.78,159.83,1781
2024-05-30 12:25:00,159.81,160.02,159.805,160.02,3887
2024-05-30 12:26:00,159.965,160.01,159.86,159.89,3931
2024-05-30 12:27:00,159.88,159.9062,159.82,159.82,1423
2024-05-30 12:28:00,159.842,159.86,159.73,159.82,4060
2024-05-30 12:29:00,159.8399,159.93,159.82,159.93,4227
2024-05-30 12:30:00,159.91,159.91,159.785,159.82,3624
2024-05-30 12:31:00,159.86,160.08,159.85,159.93,7489
2024-05-30 12:32:00,159.935,159.9859,159.8,159.8,2455
2024-05-30 12:33:00,159.805,159.85,159.64,159.65,4736
2024-05-30 12:34:00,159.66,159.7,159.6,159.655,1345
2024-05-30 12:35:00,159.655,159.74,159.601,159.74,8143
2024-05-30 12:36:00,159.73,159.8,159.63,159.68,4539
2024-05-30 12:37:00,159.65,159.68,159.55,159.55,2767
2024-05-30 12:38:00,159.585,159.585,159.46,159.48,3313
2024-05-30 12:39:00,159.4976,159.52,159.42,159.45,4148
2024-05-30 12:40:00,159.45,159.57,159.45,159.57,3275
2024-05-30 12:41:00,159.5,159.64,159.441,159.585,4968
2024-05-30 12:42:00,159.58,159.63,159.52,159.61,5185
2024-05-30 12:43:00,159.58,159.69,159.56,159.65,7977
2024-05-30 12:44:00,159.57,159.83,159.55,159.83,10278
2024-05-30 12:45:00,159.72,159.82,159.56,159.71,4119
2024-05-30 12:46:00,159.54,159.55,159.43,159.48,5381
2024-05-30 12:47:00,159.43,159.46,159.345,159.345,2034
2024-05-30 12:48:00,159.3699,159.3699,159.24,159.31,5825
2024-05-30 12:49:00,159.28,159.41,159.22,159.39,6399
2024-05-30 12:50:00,159.26,159.3,159.19,159.28,6760
2024-05-30 12:51:00,159.28,159.44,159.12,159.29,15211
2024-05-30 12:52:00,159.4,159.41,159.1415,159.25,10033
2024-05-30 12:53:00,159.275,159.29,159.09,159.17,8154
2024-05-30 12:54:00,159.15,159.24,159.11,159.14,6650
2024-05-30 12:55:00,159.17,159.21,159.16,159.1639,3957
2024-05-30 12:56:00,159.1983,159.56,159.14,159.54,8123
2024-05-30 12:57:00,159.51,159.65,159.51,159.63,2135
2024-05-30 12:58:00,159.64,159.71,159.62,159.62,3404
2024-05-30 12:59:00,159.62,159.71,159.62,159.625,2928
2024-05-30 13:00:00,159.57,159.57,159.49,159.5541,2864
2024-05-30 13:01:00,159.5,159.69,159.495,159.6154,5380
2024-05-30 13:02:00,159.5,159.52,159.4,159.52,1593
2024-05-30 13:03:00,159.5,159.5,159.36,159.38,2426
2024-05-30 13:04:00,159.4187,159.4187,159.4,159.4,1111
2024-05-30 13:05:00,159.39,159.4,159.39,159.4,1474
2024-05-30 13:06:00,159.41,159.41,159.395,159.395,1731
2024-05-30 13:07:00,159.45,159.45,159.36,159.36,1650
2024-05-30 13:08:00,159.39,159.51,159.35,159.5,4967
2024-05-30 13:09:00,159.53,159.53,159.41,159.41,1346
2024-05-30 13:10:00,159.35,159.41,159.3096,159.41,24632
2024-05-30 13:11:00,159.415,159.705,159.415,159.645,8064
2024-05-30 13:12:00,159.55,159.61,159.52,159.58,1735
2024-05-30 13:13:00,159.58,159.64,159.495,159.56,3650
2024-05-30 13:14:00,159.63,159.66,159.52,159.565,2415
2024-05-30 13:15:00,159.45,159.45,159.395,159.395,1224
2024-05-30 13:16:00,159.385,159.54,159.385,159.4,15016
2024-05-30 13:17:00,159.375,159.434,159.375,159.434,818
2024-05-30 13:18:00,159.44,159.44,159.22,159.22,6737
2024-05-30 13:19:00,159.18,159.195,159.0,159.01,6507
2024-05-30 13:20:00,159.06,159.19,159.045,159.14,3804
2024-05-30 13:21:00,159.15,159.15,159.02,159.05,7740
2024-05-30 13:22:00,159.23,159.23,159.1,159.135,3661
2024-05-30 13:23:00,159.15,159.32,159.1296,159.32,3366
2024-05-30 13:24:00,159.3,159.52,159.3,159.425,5330
2024-05-30 13:25:00,159.5269,159.5269,159.27,159.27,5366
2024-05-30 13:26:00,159.22,159.38,159.22,159.365,1386
2024-05-30 13:27:00,159.35,159.355,159.35,159.355,696
2024-05-30 13:28:00,159.18,159.28,159.08,159.28,14422
2024-05-30 13:29:00,159.24,159.54,159.24,159.525,7265
2024-05-30 13:30:00,159.495,159.55,159.38,159.55,9181
2024-05-30 13:31:00,159.48,159.48,159.4627,159.4627,1339
2024-05-30 13:32:00,159.52,159.52,159.38,159.42,10133
2024-05-30 13:33:00,159.4146,159.42,159.35,159.418,4505
2024-05-30 13:34:00,159.37,159.37,159.31,159.37,1601
2024-05-30 13:35:00,159.325,159.37,159.14,159.14,17712
2024-05-30 13:36:00,159.155,159.2199,159.14,159.165,2513
2024-05-30 13:37:00,159.22,159.325,159.22,159.25,1754
2024-05-30 13:38:00,159.2581,159.2581,159.17,159.17,1792
2024-05-30 13:39:00,159.11,159.23,159.0611,159.22,4856
2024-05-30 13:40:00,159.105,159.17,159.105,159.16,38433
2024-05-30 13:41:00,159.0825,159.135,158.98,159.13,13547
2024-05-30 13:42:00,159.1,159.1,159.02,159.02,2589
2024-05-30 13:43:00,158.99,159.03,158.82,158.89,7400
2024-05-30 13:44:00,158.875,158.875,158.875,158.875,2400
2024-05-30 13:45:00,158.85,158.94,158.85,158.895,2498
2024-05-30 13:46:00,158.9,158.9,158.75,158.75,6673
2024-05-30 13:47:00,158.75,158.94,158.745,158.94,5897
2024-05-30 13:48:00,158.97,158.97,158.85,158.85,3416
2024-05-30 13:49:00,158.85,158.85,158.825,158.825,1820
2024-05-30 13:50:00,158.88,158.88,158.71,158.71,5173
2024-05-30 13:51:00,158.8499,158.8499,158.71,158.73,4301
2024-05-30 13:52:00,158.72,158.8,158.67,158.77,6866
2024-05-30 13:53:00,158.74,158.81,158.61,158.735,7093
2024-05-30 13:54:00,158.775,158.85,158.775,158.82,1654
2024-05-30 13:55:00,158.81,158.85,158.64,158.64,4263
2024-05-30 13:56:00,158.78,158.82,158.7,158.74,15204
2024-05-30 13:57:00,158.74,158.86,158.74,158.82,5001
2024-05-30 13:58:00,158.75,158.89,158.71,158.71,1939
2024-05-30 13:59:00,158.69,158.735,158.69,158.735,1782
2024-05-30 14:00:00,158.73,158.73,158.6,158.6,5936
2024-05-30 14:01:00,158.6,158.6,158.5,158.51,7637
2024-05-30 14:02:00,158.53,158.57,158.42,158.47,7286
2024-05-30 14:03:00,158.44,158.51,158.29,158.46,12895
2024-05-30 14:04:00,158.5085,158.5085,158.23,158.245,3135
2024-05-30 14:05:00,158.2585,158.41,158.2585,158.37,6523
2024-05-30 14:06:00,158.36,158.36,158.29,158.29,1586
2024-05-30 14:07:00,158.34,158.57,158.34,158.52,36718
2024-05-30 14:08:00,158.48,158.51,158.48,158.51,617
2024-05-30 14:09:00,158.44,158.63,158.44,158.61,4160
2024-05-30 14:10:00,158.52,158.52,158.42,158.46,3313
2024-05-30 14:11:00,158.48,158.52,158.43,158.48,4459
2024-05-30 14:12:00,158.43,158.6299,158.375,158.556,6894
2024-05-30 14:13:00,158.57,158.59,158.513,158.5487,2846
2024-05-30 14:14:00,158.5,158.655,158.47,158.65,30770
2024-05-30 14:15:00,158.64,158.675,158.555,158.59,5626
2024-05-30 14:16:00,158.6,158.6,158.295,158.295,11567
2024-05-30 14:17:00,158.29,158.41,158.19,158.3917,7943
2024-05-30 14:18:00,158.41,158.48,158.275,158.29,7053
2024-05-30 14:19:00,158.28,158.35,158.19,158.26,7070
2024-05-30 14:20:00,158.23,158.34,158.21,158.24,8674
2024-05-30 14:21:00,158.3201,158.3201,158.22,158.2875,3073
2024-05-30 14:22:00,158.29,158.4,158.23,158.23,20786
2024-05-30 14:23:00,158.26,158.28,157.92,157.92,22664
2024-05-30 14:24:00,157.91,158.09,157.91,158.05,5564
2024-05-30 14:25:00,157.95,158.0899,157.95,157.99,2893
2024-05-30 14:26:00,157.95,158.0299,157.94,157.94,2477
2024-05-30 14:27:00,157.9787,158.0675,157.95,157.95,5423
2024-05-30 14:28:00,157.9401,158.11,157.94,158.055,4640
2024-05-30 14:29:00,158.055,158.065,157.94,157.94,6181
2024-05-30 14:30:00,158.015,158.08,157.95,158.01,3291
2024-05-30 14:31:00,158.014,158.265,158.014,158.26,8834
2024-05-30 14:32:00,158.2507,158.33,158.18,158.26,3797
2024-05-30 14:33:00,158.24,158.6,158.24,158.59,9492
2024-05-30 14:34:00,158.58,158.695,158.5,158.695,7951
2024-05-30 14:35:00,158.735,158.735,158.475,158.475,7724
2024-05-30 14:36:00,158.44,158.44,158.415,158.415,1331
2024-05-30 14:37:00,158.43,158.61,158.41,158.595,5782
2024-05-30 14:38:00,158.69,158.75,158.51,158.71,5744
2024-05-30 14:39:00,158.64,158.74,158.54,158.74,6036
2024-05-30 14:40:00,158.66,158.79,158.58,158.71,8123
2024-05-30 14:41:00,158.72,158.72,158.57,158.58,5810
2024-05-30 14:42:00,158.61,158.6268,158.56,158.62,3967
2024-05-30 14:43:00,158.595,158.6,158.48,158.51,5869
2024-05-30 14:44:00,158.515,158.56,158.4601,158.495,2690
2024-05-30 14:45:00,158.53,158.5647,158.49,158.49,9088
2024-05-30 14:46:00,158.46,158.515,158.4,158.48,17982
2024-05-30 14:47:00,158.49,158.49,158.21,158.23,19856
2024-05-30 14:48:00,158.19,158.21,158.1101,158.1234,4909
2024-05-30 14:49:00,158.11,158.31,158.09,158.31,5756
2024-05-30 14:50:00,158.34,158.34,158.3,158.3,1146
2024-05-30 14:51:00,158.28,158.43,158.22,158.425,6182
2024-05-30 14:52:00,158.42,158.49,158.39,158.435,2971
2024-05-30 14:53:00,158.4359,158.4359,158.39,158.4,4848
2024-05-30 14:54:00,158.38,158.48,158.38,158.44,3803
2024-05-30 14:55:00,158.415,158.4671,158.41,158.43,4184
2024-05-30 14:56:00,158.43,158.565,158.38,158.565,7251
2024-05-30 14:57:00,158.565,158.57,158.34,158.34,5257
2024-05-30 14:58:00,158.3607,158.37,158.255,158.255,4852
2024-05-30 14:59:00,158.1853,158.27,158.17,158.205,2634
2024-05-30 15:00:00,158.21,158.3,158.11,158.12,17123
2024-05-30 15:01:00,158.11,158.16,158.11,158.13,2370
2024-05-30 15:02:00,158.07,158.08,157.82,157.83,12350
2024-05-30 15:03:00,157.84,158.05,157.7707,158.05,12226
2024-05-30 15:04:00,157.97,157.97,157.9,157.9,2518
2024-05-30 15:05:00,157.92,157.95,157.865,157.865,3790
2024-05-30 15:06:00,157.91,157.95,157.73,157.765,14466
2024-05-30 15:07:00,157.76,157.96,157.73,157.9,7904
2024-05-30 15:08:00,157.89,158.05,157.89,157.995,7199
2024-05-30 15:09:00,157.98,158.05,157.97,158.04,4103
2024-05-30 15:10:00,158.04,158.04,157.94,157.99,9818
2024-05-30 15:11:00,158.0,158.08,157.92,158.07,15406
2024-05-30 15:12:00,158.145,158.145,157.88,157.965,7607
2024-05-30 15:13:00,157.94,157.94,157.84,157.842,2988
2024-05-30 15:14:00,157.888,157.89,157.77,157.84,7306
2024-05-30 15:15:00,157.845,157.86,157.79,157.79,7404
2024-05-30 15:16:00,157.8,157.8,157.66,157.7,9773
2024-05-30 15:17:00,157.7,157.7,157.55,157.55,8886
2024-05-30 15:18:00,157.58,157.67,157.57,157.625,5549
2024-05-30 15:19:00,157.625,157.8399,157.625,157.75,8612
2024-05-30 15:20:00,157.755,157.755,157.55,157.6409,11041
2024-05-30 15:21:00,157.56,157.56,157.41,157.495,12110
2024-05-30 15:22:00,157.49,157.575,157.38,157.45,16691
2024-05-30 15:23:00,157.48,157.63,157.22,157.22,19316
2024-05-30 15:24:00,157.26,157.41,156.93,156.98,19243
2024-05-30 15:25:00,156.98,157.13,156.91,157.085,16558
2024-05-30 15:26:00,157.04,157.37,157.04,157.37,10529
2024-05-30 15:27:00,157.35,157.4,157.3,157.395,15819
2024-05-30 15:28:00,157.395,157.42,157.36,157.395,6758
2024-05-30 15:29:00,157.42,157.48,157.39,157.425,7931
2024-05-30 15:30:00,157.44,157.6,157.385,157.58,62145
2024-05-30 15:31:00,157.59,157.6955,157.55,157.67,15081
2024-05-30 15:32:00,157.67,157.7,157.485,157.485,9300
2024-05-30 15:33:00,157.51,157.51,157.36,157.4,21941
2024-05-30 15:34:00,157.35,157.41,157.29,157.33,15109
2024-05-30 15:35:00,157.32,157.32,157.18,157.29,12648
2024-05-30 15:36:00,157.26,157.4,157.18,157.375,49119
2024-05-30 15:37:00,157.42,157.44,157.23,157.25,7320
2024-05-30 15:38:00,157.23,157.48,157.23,157.4001,9939
2024-05-30 15:39:00,157.41,157.6657,157.4,157.62,16260
2024-05-30 15:40:00,157.565,157.715,157.5,157.53,46033
2024-05-30 15:41:00,157.53,157.68,157.5149,157.65,18436
2024-05-30 15:42:00,157.63,157.86,157.6,157.84,20466
2024-05-30 15:43:00,157.795,157.9,157.75,157.7501,19423
2024-05-30 15:44:00,157.81,157.9695,157.81,157.9695,13102
2024-05-30 15:45:00,157.92,158.0,157.76,157.79,27099
2024-05-30 15:46:00,157.7717,157.7717,157.255,157.32,44056
2024-05-30 15:47:00,157.26,157.265,157.1,157.11,7899
2024-05-30 15:48:00,157.0617,157.12,157.01,157.035,11035
2024-05-30 15:49:00,157.0,157.12,156.9492,157.075,22661
2024-05-30 15:50:00,157.07,157.19,157.04,157.13,28521
2024-05-30 15:51:00,157.12,157.54,157.1,157.505,20416
2024-05-30 15:52:00,157.51,157.6199,157.46,157.53,30639
2024-05-30 15:53:00,157.565,157.61,157.46,157.48,30162
2024-05-30 15:54:00,157.47,157.48,157.2,157.41,49071
2024-05-30 15:55:00,157.45,157.69,157.39,157.605,50776
2024-05-30 15:56:00,157.5975,157.63,157.4035,157.4035,44338
2024-05-30 15:57:00,157.395,157.5,156.55,156.56,132052
2024-05-30 15:58:00,156.64,156.89,155.63,155.725,291290
2024-05-30 15:59:00,155.725,155.84,155.25,155.51,300750
2024-05-30 16:00:00,155.7,156.65,155.0,156.65,15816
2024-05-30 16:01:00,158.0,158.0,156.3554,156.3554,1258
2024-05-30 16:02:00,155.922,155.922,155.922,155.922,328
2024-05-30 16:03:00,156.5,157.7745,156.5,157.7745,314
2024-05-30 16:04:00,157.0,157.3,157.0,157.0,2176
2024-05-30 16:05:00,159.0,170.06,156.65,169.0,41202
2024-05-30 16:06:00,169.33,172.0,168.95,169.0,39440
2024-05-30 16:07:00,169.01,170.04,167.0,169.88,16943
2024-05-30 16:08:00,169.4,170.0,168.0,168.15,10938
2024-05-30 16:09:00,168.2,171.0,167.44,171.0,29990
2024-05-30 16:10:00,171.11,179.0,170.11,175.99,55451
2024-05-30 16:11:00,177.0,177.8,174.0,174.0674,26165
2024-05-30 16:12:00,175.25,177.8,175.0,176.5,18248
2024-05-30 16:13:00,176.4,176.62,176.0,176.62,10557
2024-05-30 16:14:00,176.45,178.57,176.45,178.0,33123
2024-05-30 16:15:00,178.4,179.21,178.0,179.21,25576
2024-05-30 16:16:00,179.0,181.0,178.0,180.75,40783
2024-05-30 16:17:00,180.7393,181.0,179.2,179.2,17627
2024-05-30 16:18:00,179.2,180.0,179.0,179.99,18368
2024-05-30 16:19:00,179.815,180.69,179.73,180.5,23165
2024-05-30 16:20:00,180.5,180.71,180.0,180.0,8837
2024-05-30 16:21:00,180.0,180.09,179.5,179.733,15991
2024-05-30 16:22:00,179.73,179.82,178.3648,179.538,11290
2024-05-30 16:23:00,178.9,179.0,178.3088,178.5,7086
2024-05-30 16:24:00,178.8,178.8,178.5,178.75,11351
2024-05-30 16:25:00,178.8,179.0,176.0,177.95,22396
2024-05-30 16:26:00,176.54,177.98,176.27,177.1893,3839
2024-05-30 16:27:00,177.5,177.98,177.5,177.76,19234
2024-05-30 16:28:00,177.98,178.84,177.82,178.01,8954
